Index,patentID,Title,Inventor,Assignee,Score,Publication_Date,Grant_Date,Priority_Date,Status,kw1,kw2,kw3,kw4,kw5,URL,Iteration,Citation_Forward,Citation_Backward
409,US20160045116A1,Forward-imaging optical coherence tomography (oct) systems and probes,Karthik Kumar|Jonathan C. Condit|Nathaniel J. Kemp|Thomas E. Milner|Xiaojing Zhang,University of Texas System,106,2016-02-18,2017-03-28,2015-08-24,Expired - Fee Related,,"focusing lens|1,liquid lens|1,tunable lens|3,tunable microlens|3",,cavity|1,surgery|1,=HYPERLINK("https://patents.google.com/patent/US20160045116A1/en"),3,"WO2017165793A1,US10292677B2,US9867530B2,JP5524835B2,EP2171396B1,US9596993B2,WO2009009802A1,US8395781B2,EP2040059A3,US20120022360A1,US8062316B2,GB0900705D0,US10485422B2,EP2424608B1,WO2010138927A2,US9125562B2,US9498600B2,JP2011041754A,DE102009045075A1,JP2013531542A,US11141063B2,US11040140B2,US9066685B2,US8489225B2,US9345406B2,US9949754B2,EP2691038B1,CN103959043B,US9360630B2,US20150164331A1,KR101849974B1,WO2013046249A1,EP3653151A1,US20130169971A1,US9345398B2,WO2013172972A1,WO2014039099A1,US11284916B2,US10335173B2,US9324141B2,US9286673B2,CA2887421A1,US9858668B2,US9367965B2,US10070827B2,WO2014055908A2,US9307926B2,US11272845B2,US9292918B2,US10568586B2,US9840734B2,US9717422B2,CA2894403A1,US10939826B2,EP2934311B1,US10942022B2,CA2895989A1,EP2934282B1,US10191220B2,JP2016501623A,US9226711B2,JP2016507272A,CA2896006A1,US9612105B2,CA2895769A1,JP2016501625A,EP2936426B1,US10413317B2,US9486143B2,US10058284B2,US10226597B2,US9770172B2,US11154313B2,US10638939B2,US9301687B2,US11026591B2,CN105120759B,US10219887B2,US20160030151A1,US10932670B2,EP2967371A4,WO2014142954A1,JP6517198B2,WO2015074036A2,JP2016540237A,JP6389526B2,WO2015108984A1,US11260160B2,US10874409B2,EP3094273A1,WO2015108942A1,US9498247B2,WO2015120146A1,US20150289749A1,CA2955242A1,JP6400826B2,JP6651504B2,US10105107B2,EP3258863B1,JP6869951B2,WO2016170446A1,EP3322338A4,JP6981967B2,WO2017046628A1,JP6927986B2,JP2019516477A,US20190200884A1,EP3263018A1,WO2018006041A1,IT201600097811A1,US11092424B2,NL2020564B1,CN112351743A,JP2021529588A,US10571252B2,CN111568386B","US5171266A,US6369954B1,US20070165301A1,US20090021823A1"
410,CN109946769A,Reduce the system and method for vision system zoom lens drift,L·努恩宁克|E·O·洛扎诺|J·F·多拉多,Cognex Corp,119,2019-06-28,2021-05-11,2017-12-19,Active,,"adjustable lens|1,focusing lens|1,focus lens|56,convex lens|8,plano-convex lens|11,biconvex lens|13,integral lens|1,plano-concave|4,glass lens|1,plano convex|13,liquid lens|34,variable lens|1,variable focus lens|46","polymer|2,effective focal length|2,lens body|2","oil|1,cavity|1","autofocus|1,auto focus|1",=HYPERLINK("https://patents.google.com/patent/CN109946769A/en"),3,CN111638039A,"CN1882856A,US7436587B2,US20100231783A1,CN102483505A,CN102445756A,CN107209347A,CN106324815A"
411,US7643217B2,Varifocal lens device,Kazuo Yokoyama|Atsushi Ono,Panasonic Corp,110,2009-01-01,2010-01-05,2007-08-03,Active,,"liquid lens|43,varifocal lens|62",polymer|49,"oil|8,aqueous solution|17",,=HYPERLINK("https://patents.google.com/patent/US7643217B2/en"),3,"US8755124B2,US8797654B2,US8947784B2,US8944647B2,US7948683B2,US7697214B2,US8064142B2,US9164202B2,EP2034338A1,JP5419005B2,US8659835B2,JP5430413B2,CN102466825A,CN102096126A,CN102103220A,KR20150018924A,JP2020507812A,KR20190133543A,KR20210106453A,KR20200137590A,CN112276346B","JPH01302301A,JP2001519539A,US6369954B1,US20050002113A1,JP2000347005A,JP2002169110A,JP2003029005A,JP2003057410A,JP2003177219A,US7545430B2,JP2005351971A"
412,WO2010104904A2,Lens assembly apparatus and method,Manuel Aschwanden|David Niederer|Thomas Schmidhausier|Christoph Romer|Thomas Kern|Shu-Heng Yang|Charles King|Dennis Ray Kirchhofer|Daniel Warren,"Knowles Electronics, Llc|Optotune Ag",155,2010-09-16,,2010-03-09,,,"deformable lens|67,flexible lens|3,micro lens|5,single lens|2,tunable lens|12,variable lens|2","polymer|18,piezo elements|3,squeezed|2,piezoelectric actuator|1","chamber|21,flexible membrane|2,voice coil motor|5,fluid chamber|1","autofocus|11,auto focus|12,digital camera|1,AR|2",=HYPERLINK("https://patents.google.com/patent/WO2010104904A2/en"),3,"US8064142B2,CN103742876A,EP2860555A1,EP2869097A1,US9164202B2,EP2952850A1,EP2995976A1,WO2019086679A1,CN110109243A,WO2019190887A1,US10881287B1,US10928656B1,US11256331B1,US7948683B2,US7697214B2,US7646544B2,JP2010256511A,US8282004B2,CN102667553A,US20110222301A1,EP2477389B1,US8885272B2,DE102011121928B4,SG193765A1,US9134503B2,US8736988B2,KR101431200B1,KR102047378B1,WO2014089747A1,JP6120400B2,KR101444585B1,US20140334132A1,CN104253940B,KR20160040603A,EP2860556A1,US20150192751A1,US9260057B2,TWI542936B,CN105387424B,KR20160034080A,US9709769B2,TWI699497B,CN112492136A,TWI561883B,CN104597599A,CN105988181B,US10371870B2,CN104834032A,EP3088931A1,US10088663B2,US9641731B2,CN105022163B,JP2019514038A,TWI646383B,US10412281B2,US10021281B2,US10281564B2,FR3053800B1,WO2018029094A1,JP2018077304A,US10650552B2,EP3343267A1,CN108278499B,US20190369303A1,CN107065139A,CN106990459B,CN109143722B,US20200124839A1,US9989757B1,EP3662316A1,US20190041601A1,US10473536B2,US10884318B2,CN109683274A,CN109839713B,CN111670389A,US11280937B2,US10473880B2,CN110346852A,TWI655491B,US11204491B2,EP3804306A4,CN112424648A,CN108873317B,WO2020028191A1,KR102123163B1,CN109491179B,JP2022509818A,CN111273420A,CN109756659B,CN111385449A,EP3702822A1,KR20210108449A,CN111435214A,CN111736244B,CN109884789A,WO2020203313A1,DE102019205513A1,TWI695217B,KR20210039147A,CN110609377A,CN110771397A,CN110786185A,CN110771399A,CN110771398A,CN110989056B,CN110908021B,CN110954978B,CN111221133A,CN111669485B,CN111929799B",
413,JP4530163B2,Focus adjustment device and imaging device,彬 保田|健 木下|利博 平井,セイコープレシジョン株式会社|国立大学法人信州大学,91,2006-11-09,2010-08-25,2005-07-13,Expired - Fee Related,,"single lens|2,variable lens|23",polymer|111,,imaging device|24,=HYPERLINK("https://patents.google.com/patent/JP4530163B2/en"),3,"WO2019131925A1,WO2019131933A1,KR20200100649A,KR20200100657A,US7697214B2,JP4530163B2,US8064142B2,US9164202B2,US7813047B2,JP2009069588A,CN101587224B,KR20100037950A,JP5180117B2,JP2012002982A,JP2012113236A,KR102047375B1,WO2014034360A1","JP2004197069A,JP2005352132A"
414,WO2010129460A1,Camera module with tolerance adjustment using embedded active optics,Bahram Afshari|John Toor|Peter Clark|Samuel Ho,Lensvector Inc.,102,2010-11-11,,2009-05-03,,,"focus lens|7,liquid crystal lens|4,tunable lens|3,variable lens|3,variable focus lens|5",,"fixed focus lens|2,cavity|3,liquid crystal|14","autofocus|2,auto focus|2,camera module|15,imaging device|1,digital camera|1",=HYPERLINK("https://patents.google.com/patent/WO2010129460A1/en"),3,"CN102547082A,CN103033902A,WO2013142288A1,US8854527B2,US8891006B2,US9065991B2,KR20110064156A,CN102238319A,TWI484243B,US9212899B2,US10132925B2,TWI490584B,CN102466844B,JP5617561B2,WO2012116302A2,US9172856B2,KR101944280B1,KR101879662B1,US9534884B2,US9739864B2,US9294667B2,WO2013136053A1,KR101940478B1,KR101917221B1,KR102080790B1,KR102059169B1,KR102047373B1,KR102107654B1,US9715612B2,US10712529B2,US11002854B2,US9671671B2,CN110082883A,KR102122550B1,US20150138420A1,US9369170B2,US10830927B2,US10795060B2,US9703173B2,US10126114B2,US10261001B2,US10732376B2,JP6938540B2,WO2018031677A1,KR102116999B1,KR102202197B1,CN111447350B,CN114070966A,CN112548833A","US7369327B1,US20040184163A1,JP2005084387A,US20070031137A1,JP2006243573A,WO2007098602A1,WO2008041469A1,US20080165427A1"
415,WO2012161802A2,Autofocus camera module packaging with circuitry-integrated actuator system,Prebesh PAVITHRAN|Yeow Thiam Ooi|Hung Khin WONG|Haw Chyn Cheng|Khen Ming GOH,"Flextronics Ap, Llc",100,2012-11-29,,2011-02-24,,,,autofocus actuator|5,,"autofocus|7,auto focus|7,camera module|46,digital camera|3",=HYPERLINK("https://patents.google.com/patent/WO2012161802A2/en"),3,"US8545114B2,US8605208B2,US10009528B2,US7825985B2,US10447907B2","US20040201773A1,US20040189862A1,US7864245B2,US20060257131A1,KR20070073017A"
416,US9933601B2,Stacked wafer lens and camera,Wei Shi,Intel Corp,92,2017-06-22,2018-04-03,2015-12-16,Active,,polymer lens|4,polymer|21,cavity|5,camera module|1,=HYPERLINK("https://patents.google.com/patent/US9933601B2/en"),3,"US20180164529A1,US11181667B2,US10750071B2,CN111901502A,CN113242364A","US6493095B1,US20100053423A1,WO2011008443A2,US20130038952A1,US20120183288A1,US20130037054A1,US20130335621A1,US20120218648A1,US20140098433A1,US9244246B2,US20140354602A1,US20140319328A1,US20160004049A1"
417,WO2010129454A1,Optical lens having fixed lenses and embedded active optics,Bahram Afshari|John Toor|Samuel Ho|Peter Clark,"Lensvector, Inc.",102,2010-11-11,,2009-05-03,,,"focus lens|7,liquid crystal lens|4,tunable lens|3,variable lens|3,variable focus lens|5",,"fixed focus lens|2,cavity|3,liquid crystal|11","camera module|7,imaging device|1",=HYPERLINK("https://patents.google.com/patent/WO2010129454A1/en"),3,"CN102466844A,US20120140101A1,WO2012157985A2,KR20140007183A,CN103533218A,KR20140016033A,KR20140016034A,KR20140016490A,TWI490584B,EP2756351A4,KR20200003750A,KR20200021493A,CN111447350A,US8854527B2,KR20110064156A,CN102238319A,TWI484243B,US9212899B2,US10132925B2,US9065991B2,JP5617561B2,US8559806B2,WO2012116302A2,US9172856B2,TW201316074A,US9534884B2,US9739864B2,US9294667B2,WO2013136053A1,EP2827759A4,KR101940478B1,US9715612B2,US10712529B2,US11002854B2,US9671671B2,CN110082883A,KR102122550B1,US20150138420A1,US9369170B2,US10830927B2,US10795060B2,US9703173B2,US10126114B2,US10261001B2,US10732376B2,JP6938540B2,WO2018031677A1,CN114070966A,CN112548833A","US5808679A,US6359674B1,US7469100B2,US20080088756A1"
418,US8472122B2,Optical system,Kenji Obu|Ken Wada,Canon Inc,91,2012-05-24,2013-06-25,2010-11-22,Expired - Fee Related,,"focus lens|16,liquid lens|57,variable focus lens|16",aspheric shape|1,,telephoto|12,=HYPERLINK("https://patents.google.com/patent/US8472122B2/en"),3,"US9715612B2,US10712529B2,US10795060B2,US10830927B2,US11002854B2,CN104035149B,NL2016509A,JP6613735B2,WO2017078652A1,JP2020034746A","US4871240A,US5315435A,US6459535B1,JP2005084387A,JP2007518133A,US7352514B2,JP2005292763A,US7317580B2,US7265911B2,US8169709B2,US8369020B2"
419,US20140268361A1,Lens assembly with integrated feedback loop for focus adjustment,Laurens Nunnink|Rene Delasauce|William Equitz,Cognex Corp,99,2014-09-18,2020-07-14,2013-03-13,Active,,"auto-focus lens|4,focusing lens|1,focus lens|2,liquid lens|26,variable lens|3,variable focus lens|2",lens body|1,,"auto focus|6,depth of field|1",=HYPERLINK("https://patents.google.com/patent/US20140268361A1/en"),3,"US20160353004A1,US9575221B2,US9715612B2,CN107203086A,US10063755B2,USD829261S1,US10362303B2,WO2019212259A1,US20190361194A1,USD869542S1,USD870795S1,US20200112684A1,US10690816B2,WO2020136143A1,US10712529B2,US10795060B2,US10830927B2,US11002854B2,CN112817197A,US11194221B2,KR20190132126A","US6344930B1,US20090302197A1,US20100276493A1"
420,CN106687830B,Piezoelectric actuated optical lens,皮埃尔·克雷恩|约翰·菲尔|尼古拉斯·塔拉罗恩,Pellet Co Ltd,585,2017-05-17,2019-05-10,2015-07-17,Active,"polight|2,poLight|2","adjustable lens|1,deformable lens|26,flexible lens|1,tunable lens|1,tunable optical lens|1","polymer|5,piezoelectric actuators|33,lens body|25,piezoelectric actuator|67",oil|2,"digital camera|1,(OIS)|1,OIS|1",=HYPERLINK("https://patents.google.com/patent/CN106687830B/en"),3,"US7017775B2,ES2561756T3,ITUB20159497A1,EP3586175A1,WO2019002448A1,KR20210013176A,CN110132502B,TWI701474B,TWI704389B,RU2746857C1,WO2022207643A1",CN205809412U
421,US20200204740A1,A module with a plurality of cameras for integration in a mobile device,Nicolas Tallaron|Manu Hakola|Pierre Craen,Polight ASA,377,2020-06-25,,2018-06-28,Abandoned,polight|1,"focus lens|2,deformable lens|27,flexible lens|4,focal lens|2,tunable lens|31","polymer|13,transparent layer|15,curved substrate|2,aspheric shape|2,thin, flexible glass surface|2,flexible glass surface|3,effective focal length|44,piezoelectric actuators|1,lens body|63,EFL|5,(EFL)|1","oil|3,fixed focus lens|2,voice coil motor|3,VCM |1","auto focus|2,camera module|9,depth of field|1,folding mirror|36,selfies|1,video conferencing|1,telephoto|5,wide-angle image|2,digital zoom|1,time of flight|3,mobile phones|2,telephoto lens|1,(OIS)|3,OIS|8,(DOF)|1,DOF|1,EFL camera|1",=HYPERLINK("https://patents.google.com/patent/US20200204740A1/en"),3,"US11108902B2,TW202115476A,US20210199930A1",
422,US10001629B2,Piezoelectrically actuated optical lens,Pierre Craen|John Phair|Nicolas Tallaron,Polight ASA,981,2017-07-13,2018-06-19,2015-07-17,Active,"polight|2,TLens®|3,poLight|2","focus lens|1,deformable lens|27,tunable lens|3,tunable microlens|5,tunable optical lens|2","polymer|5,norway|1,piezoelectric actuators|131,lens body|45,piezoelectric actuator|8",oil|1,"auto focus|3,camera module|1,mobile phones|2,digital camera|1,(OIS)|1,OIS|1",=HYPERLINK("https://patents.google.com/patent/US10001629B2/en"),3,"US20170075042A1,US7017775B2,ITUB20159497A1,EP3586175A1,WO2019002448A1,KR20210013176A,CN110132502B,TWI701474B,TWI704389B,RU2746857C1,WO2022207643A1","US20110038028A1,US20120170134A1,US20140104696A1,US20120300171A1,US20150338604A1"
423,US10996432B2,Reflective active variable lens and method of fabricating the same,Suntak Park|Bong Je Park|Ki-uk Kyung|Seung Koo Park|Sung Ryul Yun|Seongcheol Mun|Jeong Muk LIM,Electronics and Telecommunications Research Institute ETRI,92,2019-06-27,2021-05-04,2018-06-15,Active,,variable lens|68,"polymer|19,piezo method|2","fluid pressure|2,voice coil motor|1,VCM |2",camera module|2,=HYPERLINK("https://patents.google.com/patent/US10996432B2/en"),3,,"KR100234236B1,JP2011034096A,US9958705B2,JP2005092175A,US20050030438A1,JP2005107044A,US20060055997A1,EP1688775A1,KR100864691B1,US20060170766A1,US20070008634A1,US7920330B2,KR20080107409A,US20080137173A1,US20080253007A1,US20100246037A1,US20150116815A1,KR20150087778A,KR20150098188A,US20150234153A1,US20160266376A1,KR20160110111A,US20160299947A1,KR20170030416A"
424,CN102947730A,Adjustable optical lens,M·阿斯克万登|C·格雷特泽尔|T·克恩|P·格伯斯,Optotune AG,123,2013-02-27,2015-07-22,2011-05-16,Active,,"adjustable lens|6,convex lens|1","polymer|11,elastic body|6,polymer film|9","ring electrodes|1,oil|1",digital camera|1,=HYPERLINK("https://patents.google.com/patent/CN102947730A/en"),3,"CN105022163A,CN106104358A,CN104364699B,CN106896432A,CN107847315A,CN110312959A,CN111670389A,CN112925052A,US7697214B2,US7948683B2,US8064142B2,US9164202B2,JP2014500522A,US8885272B2,WO2014077931A2,US9523797B2,US10349543B2,EP2784566A1,US9303846B2,KR20150018924A,EP3006975A3,US10078226B2,FR3015699B1,FR3015694B1,US20150234153A1,DE102014205790A1,FR3029644B1,JP2018530003A,FR3037152B1,WO2017078189A1,US20190369303A1,JP2020525821A,EP3729187A2,GB201800930D0,US10908325B1,US10874506B2,US11114952B1,CN111435214A,US11272995B2,US11324558B2,CN110716673A,CN110780462A,CN112014912A","CN1580834A,CN101346656A,WO2008138010A1,EP2184625A1"
425,US20190187471A1,Dynamically controlled focal plane for optical waveguide-based displays,Jiayin Ma|Robert J. Groppo,Flex Ltd,126,2019-06-20,,2017-12-18,Abandoned,,"focusing lens|5,deformable lens|13,liquid lens|1,tunable lens|8,variable lens|75",,"voice coil motor|1,liquid crystal|3","AR|6,VR|1",=HYPERLINK("https://patents.google.com/patent/US20190187471A1/en"),3,US11221485B2,
426,WO2010103037A1,Lens system,Michael Bueler|Chancey Gratzel|David Niederer,"Optotune Ag|Aschwanden, Manuel",173,2010-09-16,,2010-03-09,,,"adjustable lens|1,focusing lens|9,autofocus lens|1,deformable lens|94,focal lens|1,tunable lens|2,varifocal lens|4","polymer|16,piezoelectric actuators|2","liquid crystals|2,electrowetting|3,voice coil motor|1,liquid crystal|1","autofocus|15,auto focus|18,telephoto|4,digital camera|2",=HYPERLINK("https://patents.google.com/patent/WO2010103037A1/en"),3,"US8064142B2,WO2013126986A1,WO2015024136A1,US9164202B2,EP2995976A1,WO2017118656A1,US10939994B2,US7697214B2,US7948683B2,US7646544B2,US8659835B2,JP5550479B2,US9116295B2,KR101807692B1,US20130131447A1,US8885263B2,US9715612B2,US10712529B2,US11002854B2,KR102274385B1,US10795060B2,US10830927B2,DE102018132699B4,US9201220B1,US10007034B2,DE102016210636A1,CN109906389A,US10901205B1,US9930262B1,WO2018057986A1,US10248001B1,US10379419B1,US10151961B2,US10506146B2,US10775614B1,CN107678155A,JP2019074722A,CN109839713B,CN111670389A,US10809524B2,JP2021521482A,US10747309B2,CN108873317B,CN109348104B,WO2020092353A1,CN109756659B,KR20210129639A,CN111435214A,CN109819152A,US11272995B2,US11324558B2,US10678586B1,CN110609377A,CN110708447A,CN110661954A,CN110661976B,US20210263290A1,CN111526274A,CN111880302B,CN112327479B","US6081388A,US20070263293A1,WO2006088514A2"
427,JPH0749404A,Lens with variable focal point,Tsukasa Komura|司 甲村|Michio Hisanaga|道夫 久永|Tadashi Hattori|服部　　正,Nippondenso Co Ltd|日本電装株式会社,98,1995-02-21,,1993-08-05,Pending,,"focus lens|4,convex lens|1,varifocal lens|4,variable focus lens|4","elastic body|5,lens body|3","chamber|23,oil|1,fluid pressure|2",,=HYPERLINK("https://patents.google.com/patent/JPH0749404A/en"),3,"JP2003251476A,EP1426897A1,JP2007086143A,JP2008544318A,US7580195B2,US7898742B2,US8238034B2,US8427755B2,US8599490B2,US9030751B2,US9405045B2,JP2017037318A,JP2017173847A,US11262193B2,US6924792B1,JP4797150B2,US6747806B2,US6545816B1,KR101041259B1,US7296749B2,US7359124B1,KR100541820B1,US7265911B2,US20070075922A1,US20070295817A1,US8061617B2,GB0621065D0,US7813047B2,CN101632030B,US8027096B2,US20080277477A1,US20080277480A1,WO2009123606A1,JP4544331B2,GB0806561D0,KR101675108B1,EP2192425A1,US8087778B2,US20100208194A1,US8699141B2,US8414121B2,US8817381B2,US8136942B2,AU2010306632B2,US8353593B2,US8596781B2,USD665009S1,FR2962557B1,US9036264B2,SG189846A1,DK2638417T3,US9535264B2,EP3110130A1,JP2021521482A",
428,JP2013504778A,Optical device with piezoelectrically actuable deformable membrane,セバスチャン・ボリ|ステファン・モロー,コミッサリア ア レネルジー アトミーク エ オ ゼネルジ ザルタナテイヴ,122,2013-02-07,2016-04-26,2010-09-14,Active,,liquid lens|13,"polymer|3,piezoelectric actuators|52,piezoelectric actuator|54","electrowetting|1,chamber|1,oil|2,flexible membrane|3,cavity|17","autofocus|5,auto focus|6,mobile phone cameras|1",=HYPERLINK("https://patents.google.com/patent/JP2013504778A/en"),3,"JP2014215399A,JP2015206846A,JP2016048389A,JP2017156453A,JP2018533335A,US10473900B2,JP2020507812A,US8866920B2,CN102037717B,FR2950154B1,WO2011063347A2,SG10201503516VA,US8878950B2,KR101973822B1,KR20140045458A,US20130265459A1,KR20130024301A,US20130070060A1,CN107230236B,SG11201401363UA,US9412206B2,US9210392B2,CN104508681B,US20140002674A1,KR102111181B1,CN104685513B,WO2014043641A1,US20140092281A1,WO2014078443A1,US9462164B2,US9253380B2,US9774789B2,US8866912B2,US9888194B2,WO2014165244A1,US9124831B2,US9106784B2,WO2014153098A1,WO2014159779A1,US10122993B2,US9497429B2,US9633442B2,US9445003B1,EP2973476A4,WO2014150856A1,US9314980B2,DE102013103059B4,WO2015048694A2,US9264592B2,WO2015074078A1,US9456134B2,FR3015699B1,EP3100080A1,US10089740B2,FR3019315B1,US9247117B2,US9521319B2,US20150376000A1,US9890040B2,JP2017531976A,US9942474B2,FR3037152B1,EP3529595A4,TWI597704B,IT201700029962A1,US11143594B2,US10482618B2,US10866406B2,US10677967B1,US10677966B1,JP2019164239A,EP3911978A1,KR20220051430A,US11302012B2,DE102020000482A1,US11290658B1","JP2002189193A,US20050030438A1,JP2005092175A,JP2010518444A,WO2009010559A1,WO2009010562A1,US20100182703A1,US20100195213A1,JP2010533887A,JP2010533886A,JP2013504779A"
429,JP2016500830A,A method for optimizing the placement of piezoelectric actuators in micro-variable lens bodies,フェアー，ジョン|ムラール，ポール,ポライト アーエス|ポライト アーエス,631,2016-01-14,2016-12-27,2013-09-18,Active,"tlens|1,polight|1,TLens®|1,TLens|1,T Lens|1","flexible lens|32,variable lens|2","polymer|1,piezoelectric element|15,pzt film|3,piezoelectric actuators|4,lens body|50,piezoelectric actuator|20","ring electrodes|1,voice coil motor|1,cavity|1","autofocus|1,auto focus|1,mobile phones|2,mobile phone cameras|1",=HYPERLINK("https://patents.google.com/patent/JP2016500830A/en"),3,"JP2017156453A,JP2019525448A,EP2208367B1,US8715152B2,DK2342905T3,EP3758394A1,US10034103B2,WO2016011044A1,US9924276B2,KR101793225B1,EP3888564A1,US10492010B2,US20170195806A1,KR101924613B1,EP3510796A4,WO2018093733A1,JP2020510245A,CN107576854B,JP2019152725A,CN110320671A,WO2019199680A1,CN109216536B,CN108933546A,CN109909140B,TWI704389B,CN110993684A,CN110927837A,CN111554756B","JP2007124440A,JP2010518444A,EP2199836A1"
430,JP7063921B2,Lens assembly for optical image stabilization and focus adjustment,クレイン、ピエール|カルタショフ，ウラジミール|タパニ キルピネン、ジャン|タラロン、ニコラ|ヘンリクセン、ラース,ポライト アーエスアー,102,2020-08-27,2022-05-09,2018-06-28,Active,,"adjustable lens|1,deformable lens|1,flexible lens|2,convex lens|1,transparent lens|3,non-fluid lens|5,tunable lens|1","polymer|16,lens body|91,piezoelectric actuator|1","oil|2,cavity|1","autofocus|5,auto focus|4,mobile phones|2,microscopes|1,telescope|6,(OIS)|1,OIS|10,AR|1",=HYPERLINK("https://patents.google.com/patent/JP7063921B2/en"),3,,"JP2002243918A,JP2007333975A,JP2010504554A,JP2010518444A,JP2010518443A,JP2010533886A,JP2012518197A,US20170045649A1,JP2017521718A,JP2018525673A"
